date,time,flow
2022-06-17,23,11
2022-06-18,0,22
2022-06-18,1,3
2022-06-18,2,1
2022-06-18,3,1
2022-06-18,4,6
2022-06-18,5,6
2022-06-18,6,13
2022-06-18,7,23
2022-06-18,8,35
2022-06-18,9,41
2022-06-18,10,40
2022-06-18,11,59
2022-06-18,12,47
2022-06-18,13,69
2022-06-18,14,49
2022-06-18,15,38
2022-06-18,16,49
2022-06-18,17,33
2022-06-18,18,37
2022-06-18,19,40
2022-06-18,20,21
2022-06-18,21,20
2022-06-18,22,12
2022-06-18,23,14
2022-06-19,0,21
2022-06-19,1,6
2022-06-19,2,5
2022-06-19,3,2
2022-06-19,4,5
2022-06-19,5,7
2022-06-19,6,10
2022-06-19,7,26
2022-06-19,8,66
2022-06-19,9,37
2022-06-19,10,53
2022-06-19,11,72
2022-06-19,12,69
2022-06-19,13,81
2022-06-19,14,60
2022-06-19,15,70
2022-06-19,16,83
2022-06-19,17,57
2022-06-19,18,36
2022-06-19,19,28
2022-06-19,20,16
2022-06-19,21,19
2022-06-19,22,12
2022-06-19,23,9
2022-06-20,0,2
2022-06-20,1,3
2022-06-20,2,2
2022-06-20,3,2
2022-06-20,4,6
2022-06-20,5,12
2022-06-20,6,33
2022-06-20,7,78
2022-06-20,8,72
2022-06-20,9,58
2022-06-20,10,45
2022-06-20,11,60
2022-06-20,12,54
2022-06-20,13,61
2022-06-20,14,58
2022-06-20,15,61
2022-06-20,16,86
2022-06-20,17,62
2022-06-20,18,48
2022-06-20,19,33
2022-06-20,20,19
2022-06-20,21,24
2022-06-20,22,12
2022-06-20,23,8
2022-06-21,0,5
2022-06-21,1,3
2022-06-21,2,1
2022-06-21,3,2
2022-06-21,4,5
2022-06-21,5,11
2022-06-21,6,40
2022-06-21,7,80
2022-06-21,8,93
2022-06-21,9,39
2022-06-21,10,59
2022-06-21,11,60
2022-06-21,12,50
2022-06-21,13,59
2022-06-21,14,56
2022-06-21,15,71
2022-06-21,16,90
2022-06-21,17,56
2022-06-21,18,45
2022-06-21,19,26
2022-06-21,20,19
2022-06-21,21,16
2022-06-21,22,14
2022-06-21,23,6
2022-06-22,0,6
2022-06-22,1,1
2022-06-22,2,4
2022-06-22,3,2
2022-06-22,4,6
2022-06-22,5,19
2022-06-22,6,41
2022-06-22,7,83
2022-06-22,8,77
2022-06-22,9,65
2022-06-22,10,59
2022-06-22,11,54
2022-06-22,12,65
2022-06-22,13,53
2022-06-22,14,73
2022-06-22,15,74
2022-06-22,16,97
2022-06-22,17,82
2022-06-22,18,51
2022-06-22,19,32
2022-06-22,20,42
2022-06-22,21,25
2022-06-22,22,13
2022-06-22,23,17
2022-06-23,0,5
2022-06-23,1,6
2022-06-23,2,1
2022-06-23,3,2
2022-06-23,4,5
2022-06-23,5,23
2022-06-23,6,42
2022-06-23,7,80
2022-06-23,8,61
2022-06-23,9,60
2022-06-23,10,60
2022-06-23,11,64
2022-06-23,12,56
2022-06-23,13,53
2022-06-23,14,52
2022-06-23,15,79
2022-06-23,16,116
2022-06-23,17,54
2022-06-23,18,47
2022-06-23,19,41
2022-06-23,20,32
2022-06-23,21,17
2022-06-23,22,19
2022-06-23,23,1
2022-06-24,0,6
2022-06-24,1,3
2022-06-24,2,0
2022-06-24,3,5
2022-06-24,4,7
2022-06-24,5,9
2022-06-24,6,29
2022-06-24,7,73
2022-06-24,8,63
2022-06-24,9,48
2022-06-24,10,55
2022-06-24,11,51
2022-06-24,12,65
2022-06-24,13,64
2022-06-24,14,62
2022-06-24,15,55
2022-06-24,16,51
2022-06-24,17,59
2022-06-24,18,35
2022-06-24,19,32
2022-06-24,20,24
2022-06-24,21,22
2022-06-24,22,19
2022-06-24,23,29
2022-06-25,0,36
2022-06-25,1,10
2022-06-25,2,1
2022-06-25,3,8
2022-06-25,4,4
2022-06-25,5,8
2022-06-25,6,16
2022-06-25,7,21
2022-06-25,8,39
2022-06-25,9,36
2022-06-25,10,47
2022-06-25,11,58
2022-06-25,12,73
2022-06-25,13,63
2022-06-25,14,58
2022-06-25,15,54
2022-06-25,16,53
2022-06-25,17,44
2022-06-25,18,34
2022-06-25,19,23
2022-06-25,20,20
2022-06-25,21,22
2022-06-25,22,21
2022-06-25,23,22
2022-06-26,0,5
2022-06-26,1,9
2022-06-26,2,5
2022-06-26,3,6
2022-06-26,4,4
2022-06-26,5,3
2022-06-26,6,5
2022-06-26,7,14
2022-06-26,8,22
2022-06-26,9,29
2022-06-26,10,41
2022-06-26,11,48
2022-06-26,12,83
2022-06-26,13,65
2022-06-26,14,47
2022-06-26,15,51
2022-06-26,16,44
2022-06-26,17,31
2022-06-26,18,24
2022-06-26,19,24
2022-06-26,20,19
2022-06-26,21,14
2022-06-26,22,6
2022-06-26,23,7
2022-06-27,0,7
2022-06-27,1,2
2022-06-27,2,1
2022-06-27,3,1
2022-06-27,4,5
2022-06-27,5,11
2022-06-27,6,30
2022-06-27,7,68
2022-06-27,8,55
2022-06-27,9,57
2022-06-27,10,34
2022-06-27,11,48
2022-06-27,12,47
2022-06-27,13,48
2022-06-27,14,41
2022-06-27,15,57
2022-06-27,16,71
2022-06-27,17,68
2022-06-27,18,37
2022-06-27,19,30
2022-06-27,20,17
2022-06-27,21,16
2022-06-27,22,8
2022-06-27,23,4
2022-06-28,0,3
2022-06-28,1,1
2022-06-28,2,0
2022-06-28,3,2
2022-06-28,4,4
2022-06-28,5,11
2022-06-28,6,44
2022-06-28,7,73
2022-06-28,8,70
2022-06-28,9,41
2022-06-28,10,52
2022-06-28,11,43
2022-06-28,12,90
2022-06-28,13,59
2022-06-28,14,54
2022-06-28,15,61
2022-06-28,16,73
2022-06-28,17,59
2022-06-28,18,52
2022-06-28,19,38
2022-06-28,20,23
2022-06-28,21,15
2022-06-28,22,13
2022-06-28,23,13
2022-06-29,0,10
2022-06-29,1,3
2022-06-29,2,3
2022-06-29,3,2
2022-06-29,4,7
2022-06-29,5,8
2022-06-29,6,35
2022-06-29,7,61
2022-06-29,8,60
2022-06-29,9,50
2022-06-29,10,38
2022-06-29,11,51
2022-06-29,12,63
2022-06-29,13,43
2022-06-29,14,39
2022-06-29,15,51
2022-06-29,16,71
2022-06-29,17,190
2022-06-29,18,27
2022-06-29,19,21
2022-06-29,20,15
2022-06-29,21,12
2022-06-29,22,11
2022-06-29,23,7
2022-06-30,0,8
2022-06-30,1,3
2022-06-30,2,2
2022-06-30,3,2
2022-06-30,4,5
2022-06-30,5,11
2022-06-30,6,28
2022-06-30,7,63
2022-06-30,8,66
2022-06-30,9,49
2022-06-30,10,34
2022-06-30,11,64
2022-06-30,12,57
2022-06-30,13,76
2022-06-30,14,51
2022-06-30,15,66
2022-06-30,16,76
2022-06-30,17,54
2022-06-30,18,37
2022-06-30,19,24
2022-06-30,20,16
2022-06-30,21,18
2022-06-30,22,11
2022-06-30,23,9
2022-07-01,0,2
2022-07-01,1,5
2022-07-01,2,3
2022-07-01,3,5
2022-07-01,4,5
2022-07-01,5,12
2022-07-01,6,31
2022-07-01,7,54
2022-07-01,8,59
2022-07-01,9,44
2022-07-01,10,65
2022-07-01,11,57
2022-07-01,12,52
2022-07-01,13,60
2022-07-01,14,58
2022-07-01,15,62
2022-07-01,16,67
2022-07-01,17,67
2022-07-01,18,35
2022-07-01,19,15
2022-07-01,20,21
2022-07-01,21,14
2022-07-01,22,7
2022-07-01,23,11
2022-07-02,0,3
2022-07-02,1,9
2022-07-02,2,6
2022-07-02,3,1
2022-07-02,4,3
2022-07-02,5,3
2022-07-02,6,14
2022-07-02,7,23
2022-07-02,8,27
2022-07-02,9,44
2022-07-02,10,64
2022-07-02,11,60
2022-07-02,12,60
2022-07-02,13,57
2022-07-02,14,48
2022-07-02,15,50
2022-07-02,16,48
2022-07-02,17,46
2022-07-02,18,31
2022-07-02,19,25
2022-07-02,20,18
2022-07-02,21,17
2022-07-02,22,20
2022-07-02,23,13
2022-07-03,0,13
2022-07-03,1,2
2022-07-03,2,6
2022-07-03,3,3
2022-07-03,4,5
2022-07-03,5,4
2022-07-03,6,9
2022-07-03,7,11
2022-07-03,8,14
2022-07-03,9,25
2022-07-03,10,42
2022-07-03,11,39
2022-07-03,12,46
2022-07-03,13,51
2022-07-03,14,45
2022-07-03,15,33
2022-07-03,16,37
2022-07-03,17,32
2022-07-03,18,33
2022-07-03,19,24
2022-07-03,20,13
2022-07-03,21,13
2022-07-03,22,10
2022-07-03,23,4
2022-07-04,0,5
2022-07-04,1,6
2022-07-04,2,4
2022-07-04,3,3
2022-07-04,4,5
2022-07-04,5,8
2022-07-04,6,36
2022-07-04,7,59
2022-07-04,8,44
2022-07-04,9,49
2022-07-04,10,47
2022-07-04,11,48
2022-07-04,12,48
2022-07-04,13,56
2022-07-04,14,121
2022-07-04,15,55
2022-07-04,16,60
2022-07-04,17,49
2022-07-04,18,27
2022-07-04,19,22
2022-07-04,20,18
2022-07-04,21,16
2022-07-04,22,15
2022-07-04,23,2
2022-07-05,0,5
2022-07-05,1,0
2022-07-05,2,0
2022-07-05,3,0
2022-07-05,4,5
2022-07-05,5,9
2022-07-05,6,29
2022-07-05,7,68
2022-07-05,8,60
2022-07-05,9,46
2022-07-05,10,64
2022-07-05,11,72
2022-07-05,12,89
2022-07-05,13,59
2022-07-05,14,45
2022-07-05,15,49
2022-07-05,16,64
2022-07-05,17,41
2022-07-05,18,26
2022-07-05,19,28
2022-07-05,20,20
2022-07-05,21,13
2022-07-05,22,8
2022-07-05,23,3
2022-07-06,0,4
2022-07-06,1,1
2022-07-06,2,1
2022-07-06,3,3
2022-07-06,4,8
2022-07-06,5,13
2022-07-06,6,32
2022-07-06,7,59
2022-07-06,8,59
2022-07-06,9,43
2022-07-06,10,47
2022-07-06,11,41
2022-07-06,12,47
2022-07-06,13,51
2022-07-06,14,45
2022-07-06,15,57
2022-07-06,16,80
2022-07-06,17,41
2022-07-06,18,38
2022-07-06,19,30
2022-07-06,20,27
2022-07-06,21,15
2022-07-06,22,8
2022-07-06,23,3
2022-07-07,0,1
2022-07-07,1,3
2022-07-07,2,2
2022-07-07,3,6
2022-07-07,4,4
2022-07-07,5,11
2022-07-07,6,33
2022-07-07,7,63
2022-07-07,8,53
2022-07-07,9,65
2022-07-07,10,48
2022-07-07,11,61
2022-07-07,12,52
2022-07-07,13,53
2022-07-07,14,38
2022-07-07,15,73
2022-07-07,16,91
2022-07-07,17,49
2022-07-07,18,44
2022-07-07,19,19
2022-07-07,20,18
2022-07-07,21,16
2022-07-07,22,14
2022-07-07,23,16
2022-07-08,0,5
2022-07-08,1,2
2022-07-08,2,0
2022-07-08,3,4
2022-07-08,4,1
2022-07-08,5,8
2022-07-08,6,33
2022-07-08,7,50
2022-07-08,8,54
2022-07-08,9,34
2022-07-08,10,53
2022-07-08,11,51
2022-07-08,12,49
2022-07-08,13,54
2022-07-08,14,49
2022-07-08,15,66
2022-07-08,16,126
2022-07-08,17,40
2022-07-08,18,44
2022-07-08,19,22
2022-07-08,20,23
2022-07-08,21,19
2022-07-08,22,12
2022-07-08,23,13
2022-07-09,0,11
2022-07-09,1,6
2022-07-09,2,2
2022-07-09,3,5
2022-07-09,4,0
2022-07-09,5,9
2022-07-09,6,15
2022-07-09,7,13
2022-07-09,8,38
2022-07-09,9,31
2022-07-09,10,37
2022-07-09,11,50
2022-07-09,12,41
2022-07-09,13,56
2022-07-09,14,34
2022-07-09,15,38
2022-07-09,16,42
2022-07-09,17,29
2022-07-09,18,24
2022-07-09,19,27
2022-07-09,20,27
2022-07-09,21,19
2022-07-09,22,18
2022-07-09,23,11
2022-07-10,0,8
2022-07-10,1,5
2022-07-10,2,7
2022-07-10,3,8
2022-07-10,4,4
2022-07-10,5,5
2022-07-10,6,2
2022-07-10,7,9
2022-07-10,8,17
2022-07-10,9,27
2022-07-10,10,31
2022-07-10,11,32
2022-07-10,12,38
2022-07-10,13,41
2022-07-10,14,39
2022-07-10,15,34
2022-07-10,16,31
2022-07-10,17,34
2022-07-10,18,30
2022-07-10,19,25
2022-07-10,20,16
2022-07-10,21,16
2022-07-10,22,14
2022-07-10,23,10
2022-07-11,0,6
2022-07-11,1,1
2022-07-11,2,4
2022-07-11,3,1
2022-07-11,4,5
2022-07-11,5,10
2022-07-11,6,25
2022-07-11,7,52
2022-07-11,8,40
2022-07-11,9,50
2022-07-11,10,50
2022-07-11,11,50
2022-07-11,12,37
2022-07-11,13,39
2022-07-11,14,35
2022-07-11,15,44
2022-07-11,16,59
2022-07-11,17,54
2022-07-11,18,32
2022-07-11,19,25
2022-07-11,20,22
2022-07-11,21,13
2022-07-11,22,16
2022-07-11,23,2
2022-07-12,0,4
2022-07-12,1,1
2022-07-12,2,1
2022-07-12,3,4
2022-07-12,4,6
2022-07-12,5,17
2022-07-12,6,30
2022-07-12,7,68
2022-07-12,8,47
2022-07-12,9,36
2022-07-12,10,25
2022-07-12,11,43
2022-07-12,12,38
2022-07-12,13,34
2022-07-12,14,43
2022-07-12,15,50
2022-07-12,16,61
2022-07-12,17,54
2022-07-12,18,28
2022-07-12,19,25
2022-07-12,20,21
2022-07-12,21,15
2022-07-12,22,10
2022-07-12,23,4
2022-07-13,0,4
2022-07-13,1,3
2022-07-13,2,1
2022-07-13,3,1
2022-07-13,4,6
2022-07-13,5,13
2022-07-13,6,35
2022-07-13,7,65
2022-07-13,8,58
2022-07-13,9,52
2022-07-13,10,39
2022-07-13,11,35
2022-07-13,12,68
2022-07-13,13,44
2022-07-13,14,38
2022-07-13,15,55
2022-07-13,16,64
2022-07-13,17,38
2022-07-13,18,28
2022-07-13,19,22
2022-07-13,20,23
2022-07-13,21,15
2022-07-13,22,6
2022-07-13,23,9
2022-07-14,0,5
2022-07-14,1,2
2022-07-14,2,5
2022-07-14,3,4
2022-07-14,4,6
2022-07-14,5,10
2022-07-14,6,28
2022-07-14,7,68
2022-07-14,8,50
2022-07-14,9,46
2022-07-14,10,48
2022-07-14,11,62
2022-07-14,12,46
2022-07-14,13,45
2022-07-14,14,49
2022-07-14,15,52
2022-07-14,16,68
2022-07-14,17,49
2022-07-14,18,32
2022-07-14,19,17
2022-07-14,20,18
2022-07-14,21,18
2022-07-14,22,14
2022-07-14,23,8
2022-07-15,0,5
2022-07-15,1,1
2022-07-15,2,4
2022-07-15,3,2
2022-07-15,4,6
2022-07-15,5,8
2022-07-15,6,28
2022-07-15,7,52
2022-07-15,8,61
2022-07-15,9,37
2022-07-15,10,48
2022-07-15,11,51
2022-07-15,12,43
2022-07-15,13,56
2022-07-15,14,55
2022-07-15,15,56
2022-07-15,16,65
2022-07-15,17,43
2022-07-15,18,39
2022-07-15,19,27
2022-07-15,20,15
2022-07-15,21,21
2022-07-15,22,12
2022-07-15,23,13
2022-07-16,0,2
2022-07-16,1,5
2022-07-16,2,0
2022-07-16,3,4
2022-07-16,4,2
2022-07-16,5,2
2022-07-16,6,17
2022-07-16,7,14
2022-07-16,8,35
2022-07-16,9,41
2022-07-16,10,46
2022-07-16,11,45
2022-07-16,12,49
2022-07-16,13,42
2022-07-16,14,47
2022-07-16,15,35
2022-07-16,16,31
2022-07-16,17,32
2022-07-16,18,22
2022-07-16,19,30
2022-07-16,20,19
2022-07-16,21,16
2022-07-16,22,15
2022-07-16,23,15
2022-07-17,0,11
2022-07-17,1,22
2022-07-17,2,41
2022-07-17,3,34
2022-07-17,4,24
2022-07-17,5,35
2022-07-17,6,58
2022-07-17,7,81
2022-07-17,8,126
2022-07-17,9,148
2022-07-17,10,217
2022-07-17,11,217
2022-07-17,12,261
2022-07-17,13,228
2022-07-17,14,246
2022-07-17,15,191
2022-07-17,16,144
2022-07-17,17,163
2022-07-17,18,118
2022-07-17,19,131
2022-07-17,20,77
2022-07-17,21,92
2022-07-17,22,68
2022-07-17,23,50
2022-07-18,0,28
2022-07-18,1,17
2022-07-18,2,11
2022-07-18,3,18
2022-07-18,4,14
2022-07-18,5,12
2022-07-18,6,26
2022-07-18,7,37
2022-07-18,8,46
2022-07-18,9,41
2022-07-18,10,42
2022-07-18,11,44
2022-07-18,12,52
2022-07-18,13,31
2022-07-18,14,28
2022-07-18,15,54
2022-07-18,16,43
2022-07-18,17,39
2022-07-18,18,24
2022-07-18,19,27
2022-07-18,20,14
2022-07-18,21,15
2022-07-18,22,11
2022-07-18,23,8
2022-07-19,0,4
2022-07-19,1,2
2022-07-19,2,0
2022-07-19,3,1
2022-07-19,4,3
2022-07-19,5,12
2022-07-19,6,25
2022-07-19,7,45
2022-07-19,8,59
2022-07-19,9,76
2022-07-19,10,45
2022-07-19,11,38
2022-07-19,12,36
2022-07-19,13,44
2022-07-19,14,49
2022-07-19,15,52
2022-07-19,16,62
2022-07-19,17,44
2022-07-19,18,29
2022-07-19,19,30
2022-07-19,20,23
2022-07-19,21,17
2022-07-19,22,10
2022-07-19,23,11
2022-07-20,0,4
2022-07-20,1,0
2022-07-20,2,1
2022-07-20,3,4
2022-07-20,4,5
2022-07-20,5,9
2022-07-20,6,31
2022-07-20,7,60
2022-07-20,8,55
2022-07-20,9,39
2022-07-20,10,60
2022-07-20,11,44
2022-07-20,12,48
2022-07-20,13,48
2022-07-20,14,35
2022-07-20,15,65
2022-07-20,16,80
2022-07-20,17,51
2022-07-20,18,27
2022-07-20,19,28
2022-07-20,20,20
2022-07-20,21,9
2022-07-20,22,13
2022-07-20,23,7
2022-07-21,0,2
2022-07-21,1,2
2022-07-21,2,1
2022-07-21,3,2
2022-07-21,4,9
2022-07-21,5,10
2022-07-21,6,22
2022-07-21,7,50
2022-07-21,8,54
2022-07-21,9,37
2022-07-21,10,42
2022-07-21,11,41
2022-07-21,12,55
2022-07-21,13,56
2022-07-21,14,47
2022-07-21,15,55
2022-07-21,16,58
2022-07-21,17,65
2022-07-21,18,35
2022-07-21,19,22
2022-07-21,20,17
2022-07-21,21,15
2022-07-21,22,16
2022-07-21,23,7
2022-07-22,0,3
2022-07-22,1,3
2022-07-22,2,1
2022-07-22,3,4
2022-07-22,4,5
2022-07-22,5,11
2022-07-22,6,32
2022-07-22,7,50
2022-07-22,8,48
2022-07-22,9,38
2022-07-22,10,48
2022-07-22,11,49
2022-07-22,12,59
2022-07-22,13,52
2022-07-22,14,55
2022-07-22,15,71
2022-07-22,16,72
2022-07-22,17,46
2022-07-22,18,44
2022-07-22,19,29
2022-07-22,20,22
2022-07-22,21,19
2022-07-22,22,18
2022-07-22,23,11
2022-07-23,0,7
2022-07-23,1,5
2022-07-23,2,4
2022-07-23,3,5
2022-07-23,4,5
2022-07-23,5,3
2022-07-23,6,17
2022-07-23,7,22
2022-07-23,8,32
2022-07-23,9,52
2022-07-23,10,72
2022-07-23,11,37
2022-07-23,12,60
2022-07-23,13,54
2022-07-23,14,54
2022-07-23,15,51
2022-07-23,16,42
2022-07-23,17,46
2022-07-23,18,45
2022-07-23,19,23
2022-07-23,20,25
2022-07-23,21,20
2022-07-23,22,16
2022-07-23,23,16
2022-07-24,0,11
2022-07-24,1,5
2022-07-24,2,6
2022-07-24,3,5
2022-07-24,4,4
2022-07-24,5,5
2022-07-24,6,7
2022-07-24,7,10
2022-07-24,8,17
2022-07-24,9,28
2022-07-24,10,40
2022-07-24,11,55
2022-07-24,12,50
2022-07-24,13,45
2022-07-24,14,36
2022-07-24,15,43
2022-07-24,16,37
2022-07-24,17,41
2022-07-24,18,31
2022-07-24,19,21
2022-07-24,20,19
2022-07-24,21,11
2022-07-24,22,18
2022-07-24,23,9
2022-07-25,0,1
2022-07-25,1,6
2022-07-25,2,4
2022-07-25,3,0
2022-07-25,4,5
2022-07-25,5,8
2022-07-25,6,40
2022-07-25,7,62
2022-07-25,8,45
2022-07-25,9,47
2022-07-25,10,46
2022-07-25,11,38
2022-07-25,12,46
2022-07-25,13,47
2022-07-25,14,53
2022-07-25,15,51
2022-07-25,16,69
2022-07-25,17,44
2022-07-25,18,29
2022-07-25,19,21
2022-07-25,20,16
2022-07-25,21,21
2022-07-25,22,6
2022-07-25,23,4
2022-07-26,0,2
2022-07-26,1,2
2022-07-26,2,0
2022-07-26,3,3
2022-07-26,4,2
2022-07-26,5,8
2022-07-26,6,30
2022-07-26,7,76
2022-07-26,8,69
2022-07-26,9,37
2022-07-26,10,28
2022-07-26,11,33
2022-07-26,12,47
2022-07-26,13,49
2022-07-26,14,31
2022-07-26,15,47
2022-07-26,16,74
2022-07-26,17,44
2022-07-26,18,33
2022-07-26,19,29
2022-07-26,20,20
2022-07-26,21,13
2022-07-26,22,10
2022-07-26,23,6
2022-07-27,0,2
2022-07-27,1,4
2022-07-27,2,2
2022-07-27,3,1
2022-07-27,4,4
2022-07-27,5,5
2022-07-27,6,32
2022-07-27,7,62
2022-07-27,8,54
2022-07-27,9,49
2022-07-27,10,57
2022-07-27,11,64
2022-07-27,12,49
2022-07-27,13,45
2022-07-27,14,47
2022-07-27,15,66
2022-07-27,16,59
2022-07-27,17,63
2022-07-27,18,44
2022-07-27,19,32
2022-07-27,20,21
2022-07-27,21,16
2022-07-27,22,13
2022-07-27,23,9
2022-07-28,0,1
2022-07-28,1,1
2022-07-28,2,5
2022-07-28,3,0
2022-07-28,4,16
2022-07-28,5,14
2022-07-28,6,29
2022-07-28,7,56
2022-07-28,8,75
2022-07-28,9,44
2022-07-28,10,37
2022-07-28,11,62
2022-07-28,12,53
2022-07-28,13,49
2022-07-28,14,39
2022-07-28,15,74
2022-07-28,16,100
2022-07-28,17,72
2022-07-28,18,41
2022-07-28,19,28
2022-07-28,20,17
2022-07-28,21,18
2022-07-28,22,13
2022-07-28,23,5
2022-07-29,0,1
2022-07-29,1,4
2022-07-29,2,1
2022-07-29,3,3
2022-07-29,4,7
2022-07-29,5,9
2022-07-29,6,26
2022-07-29,7,49
2022-07-29,8,66
2022-07-29,9,42
2022-07-29,10,59
2022-07-29,11,68
2022-07-29,12,65
2022-07-29,13,66
2022-07-29,14,56
2022-07-29,15,93
2022-07-29,16,76
2022-07-29,17,44
2022-07-29,18,40
2022-07-29,19,28
2022-07-29,20,17
2022-07-29,21,21
2022-07-29,22,18
2022-07-29,23,12
2022-07-30,0,7
2022-07-30,1,4
2022-07-30,2,4
2022-07-30,3,4
2022-07-30,4,7
2022-07-30,5,3
2022-07-30,6,11
2022-07-30,7,17
2022-07-30,8,29
2022-07-30,9,43
2022-07-30,10,57
2022-07-30,11,57
2022-07-30,12,59
2022-07-30,13,55
2022-07-30,14,48
2022-07-30,15,50
2022-07-30,16,36
2022-07-30,17,42
2022-07-30,18,30
2022-07-30,19,26
2022-07-30,20,18
2022-07-30,21,21
2022-07-30,22,15
2022-07-30,23,15
2022-07-31,0,9
2022-07-31,1,2
2022-07-31,2,2
2022-07-31,3,1
2022-07-31,4,2
2022-07-31,5,4
2022-07-31,6,5
2022-07-31,7,3
2022-07-31,8,19
2022-07-31,9,27
2022-07-31,10,30
2022-07-31,11,38
2022-07-31,12,48
2022-07-31,13,53
2022-07-31,14,46
2022-07-31,15,53
2022-07-31,16,36
2022-07-31,17,31
2022-07-31,18,28
2022-07-31,19,34
2022-07-31,20,18
2022-07-31,21,20
2022-07-31,22,15
2022-07-31,23,7
2022-08-01,0,6
2022-08-01,1,2
2022-08-01,2,4
2022-08-01,3,2
2022-08-01,4,6
2022-08-01,5,11
2022-08-01,6,23
2022-08-01,7,57
2022-08-01,8,50
2022-08-01,9,47
2022-08-01,10,39
2022-08-01,11,38
2022-08-01,12,44
2022-08-01,13,44
2022-08-01,14,61
2022-08-01,15,51
2022-08-01,16,60
2022-08-01,17,54
2022-08-01,18,35
2022-08-01,19,22
2022-08-01,20,11
2022-08-01,21,7
2022-08-01,22,13
2022-08-01,23,3
2022-08-02,0,0
2022-08-02,1,0
2022-08-02,2,0
2022-08-02,3,1
2022-08-02,4,4
2022-08-02,5,11
2022-08-02,6,37
2022-08-02,7,66
2022-08-02,8,56
2022-08-02,9,38
2022-08-02,10,59
2022-08-02,11,52
2022-08-02,12,38
2022-08-02,13,59
2022-08-02,14,55
2022-08-02,15,57
2022-08-02,16,78
2022-08-02,17,62
2022-08-02,18,38
2022-08-02,19,27
2022-08-02,20,16
2022-08-02,21,16
2022-08-02,22,12
2022-08-02,23,8
2022-08-03,0,3
2022-08-03,1,2
2022-08-03,2,2
2022-08-03,3,2
2022-08-03,4,8
2022-08-03,5,12
2022-08-03,6,35
2022-08-03,7,65
2022-08-03,8,70
2022-08-03,9,46
2022-08-03,10,41
2022-08-03,11,58
2022-08-03,12,63
2022-08-03,13,50
2022-08-03,14,43
2022-08-03,15,52
2022-08-03,16,87
2022-08-03,17,66
2022-08-03,18,36
2022-08-03,19,25
2022-08-03,20,22
2022-08-03,21,16
2022-08-03,22,9
2022-08-03,23,6
2022-08-04,0,1
2022-08-04,1,0
2022-08-04,2,3
2022-08-04,3,2
2022-08-04,4,8
2022-08-04,5,9
2022-08-04,6,40
2022-08-04,7,68
2022-08-04,8,51
2022-08-04,9,47
2022-08-04,10,36
2022-08-04,11,45
2022-08-04,12,43
2022-08-04,13,49
2022-08-04,14,48
2022-08-04,15,63
2022-08-04,16,98
2022-08-04,17,57
2022-08-04,18,69
2022-08-04,19,23
2022-08-04,20,28
2022-08-04,21,21
2022-08-04,22,12
2022-08-04,23,4
2022-08-05,0,6
2022-08-05,1,2
2022-08-05,2,1
2022-08-05,3,1
2022-08-05,4,9
2022-08-05,5,9
2022-08-05,6,36
2022-08-05,7,61
2022-08-05,8,42
2022-08-05,9,43
2022-08-05,10,42
2022-08-05,11,61
2022-08-05,12,66
2022-08-05,13,43
2022-08-05,14,63
2022-08-05,15,77
2022-08-05,16,75
2022-08-05,17,52
2022-08-05,18,35
2022-08-05,19,28
2022-08-05,20,21
2022-08-05,21,21
2022-08-05,22,14
2022-08-05,23,5
2022-08-06,0,7
2022-08-06,1,3
2022-08-06,2,4
2022-08-06,3,1
2022-08-06,4,3
2022-08-06,5,5
2022-08-06,6,9
2022-08-06,7,19
2022-08-06,8,29
2022-08-06,9,45
2022-08-06,10,39
2022-08-06,11,47
2022-08-06,12,63
2022-08-06,13,54
2022-08-06,14,49
2022-08-06,15,43
2022-08-06,16,46
2022-08-06,17,51
2022-08-06,18,40
2022-08-06,19,24
2022-08-06,20,17
2022-08-06,21,16
2022-08-06,22,15
2022-08-06,23,10
2022-08-07,0,11
2022-08-07,1,11
2022-08-07,2,4
2022-08-07,3,1
2022-08-07,4,3
2022-08-07,5,6
2022-08-07,6,9
2022-08-07,7,9
2022-08-07,8,20
2022-08-07,9,29
2022-08-07,10,44
2022-08-07,11,55
2022-08-07,12,41
2022-08-07,13,51
2022-08-07,14,42
2022-08-07,15,36
2022-08-07,16,45
2022-08-07,17,28
2022-08-07,18,28
2022-08-07,19,32
2022-08-07,20,21
2022-08-07,21,16
2022-08-07,22,9
2022-08-07,23,3
2022-08-08,0,5
2022-08-08,1,0
2022-08-08,2,0
2022-08-08,3,4
2022-08-08,4,4
2022-08-08,5,9
2022-08-08,6,35
2022-08-08,7,46
2022-08-08,8,42
2022-08-08,9,42
2022-08-08,10,48
2022-08-08,11,52
2022-08-08,12,44
2022-08-08,13,61
2022-08-08,14,45
2022-08-08,15,68
2022-08-08,16,63
2022-08-08,17,52
2022-08-08,18,28
2022-08-08,19,23
2022-08-08,20,24
2022-08-08,21,23
2022-08-08,22,9
2022-08-08,23,4
2022-08-09,0,3
2022-08-09,1,5
2022-08-09,2,0
2022-08-09,3,0
2022-08-09,4,1
2022-08-09,5,10
2022-08-09,6,29
2022-08-09,7,73
2022-08-09,8,72
2022-08-09,9,46
2022-08-09,10,50
2022-08-09,11,36
2022-08-09,12,34
2022-08-09,13,47
2022-08-09,14,40
2022-08-09,15,54
2022-08-09,16,67
2022-08-09,17,68
2022-08-09,18,48
2022-08-09,19,31
2022-08-09,20,21
2022-08-09,21,35
2022-08-09,22,14
